Skenaario,Tarjonnan jousto ε_S,"ΔD, TWh","Hintamuutos, %","Hintamuutos, €/MWh","Siirto kuluttajilta tuottajille, M€/vuosi","Hyvinvointitappio (arvio), M€/vuosi"
"Vuositaso, uusi tuulivoima mukana",0.3,0.6880104000000005,2.76133071653041,1.538235070671072,127.75503732444453,0.5291608631332166
"Vuositaso, uusi tuulivoima mukana",0.5,0.6880104000000005,1.656798429918246,0.9229410424026431,76.65302239466672,0.31749651787992994
"Vuositaso, uusi tuulivoima mukana",1.0,0.6880104000000005,0.828399214959123,0.46147052120132154,38.32651119733336,0.15874825893996497
"Vuositaso, ilman uutta tuulivoimaa",0.3,2.6716248000000005,10.722569925228472,5.973146573125328,496.0877423377779,7.979003259398322
"Vuositaso, ilman uutta tuulivoimaa",0.5,2.6716248000000005,6.433541955137083,3.583887943875197,297.65264540266674,4.787401955638993
"Vuositaso, ilman uutta tuulivoimaa",1.0,2.6716248000000005,3.2167709775685416,1.7919439719375985,148.82632270133337,2.3937009778194964
