,0
"Hukkalämpöä teoriassa saatavilla, TWh/vuosi",2.53804356
"Suomen kaukolämmön kulutus, TWh/vuosi (n.)",33.0
Talteenotto 5%: TWh,0.126902178
"Talteenotto 5%: arvo kaukolämpönä, M€/vuosi",10.78668513
Talteenotto 15%: TWh,0.38070653400000004
"Talteenotto 15%: arvo kaukolämpönä, M€/vuosi",32.36005539000001
Talteenotto 30%: TWh,0.7614130680000001
"Talteenotto 30%: arvo kaukolämpönä, M€/vuosi",64.72011078000001
