,0
"I: energia, snt/kWh",5.57062962962963
"I: verkko, snt/kWh",1.9744074074074076
"I: kokonais, snt/kWh",7.6080000000000005
"J: energia, snt/kWh",4.584666666666667
"J: verkko, snt/kWh",0.8908888888888888
"J: kokonais, snt/kWh",5.538481481481481
"K: energia, snt/kWh",4.3954814814814815
"K: verkko, snt/kWh",0.8447037037037037
"K: kokonais, snt/kWh",5.303111111111111
