,0
"Hankintaketjun työllisyys, htv/vuosi",2463.668271499323
"Datakeskuksen oma henkilöstö, henkeä",1235.0
"Työllisyys yhteensä, henkeä",3698.668271499323
"Poistojen osuus BKT-vaikutuksesta, %",77.22666654294706
"NNI-vaikutus / BKT-vaikutus, %",16.154716848635587
