Syrjäytymisaste d,"Nettovaikutus arvonlisäykseen, M€",M€ / vuosi,% BKT:sta / vuosi,"Työllisyys, htv"
0.0,2376.103054456413,1188.0515272282064,0.42178246030098854,27430.935887607142
0.15,2019.6875962879508,1009.8437981439754,0.3585150912558402,23316.29550446607
0.3,1663.2721381194888,831.6360690597444,0.29524772221069195,19201.655121325
0.5,1188.0515272282064,594.0257636141032,0.21089123015049427,13715.467943803571
0.7,712.8309163369239,356.41545816846195,0.12653473809029656,8229.280766282143
